EC Number	Organism	pH Optimum
3.2.1.75	Fusarium oxysporum	5.0
3.2.1.75	Aspergillus usamii	5.0
3.2.1.75	Helminthosporium sesanum	5.0
3.2.1.75	Alternaria bataticola	5.0
3.2.1.75	Niallia circulans	5.5
3.2.1.75	Acinetobacter sp.	5.5
3.2.1.75	Saccharomycopsis fibuligera	5.5
3.2.1.75	Streptomyces sp. EF-14	5.5
3.2.1.75	Rhizopus microsporus var. chinensis	5.5
3.2.1.75	Saccharophagus degradans	7.0
3.2.1.76	Homo sapiens	2.7
3.2.1.76	Sus scrofa	3.0
3.2.1.76	Rattus norvegicus	3.5
3.2.1.77	Acinetobacter sp.	6.0
3.2.1.77	Streptomyces sp.	6.0
3.2.1.77	Pseudomonas sp.	6.5
3.2.1.77	Bacillus sp. (in: Bacteria)	6.5
3.2.1.77	Arthrobacter sp.	6.5
3.2.1.78	Aspergillus sulphureus	2.4
3.2.1.78	Athelia rolfsii	2.9
3.2.1.78	Aspergillus niger	3.0
3.2.1.78	Basidiomycota	3.0
3.2.1.78	Aspergillus aculeatus	3.0
3.2.1.78	Cryptopygus antarcticus	3.5
3.2.1.78	Sesbania virgata	3.5
3.2.1.78	Cyamopsis tetragonoloba	4.0
3.2.1.78	Penicillium sp. 'occitanis'	4.0
3.2.1.78	Aspergillus fischeri	4.0
3.2.1.78	Penicillium oxalicum	4.0
3.2.1.78	Phanerodontia chrysosporium	4.0
3.2.1.78	Medicago sativa	4.5
3.2.1.78	Lilium testaceum	4.5
3.2.1.78	Paenibacillus sp.	4.5
3.2.1.78	Aspergillus fumigatus	4.5
3.2.1.78	Penicillium freii	4.5
3.2.1.78	Thermotoga petrophila	4.5
3.2.1.78	Helix pomatia	4.5
3.2.1.78	Hordeum vulgare	4.8
3.2.1.78	Aspergillus nidulans	5.0
3.2.1.78	Glycine max	5.0
3.2.1.78	Talaromyces purpureogenus	5.0
3.2.1.78	Thermomyces lanuginosus	5.0
3.2.1.78	Dictyoglomus thermophilum	5.0
3.2.1.78	Weissella viridescens	5.0
3.2.1.78	Trichoderma virens	5.0
3.2.1.78	Streptomyces sp. NRRL B-24484	5.0
3.2.1.78	Infundibulicybe geotropa	5.0
3.2.1.78	Paenibacillus polymyxa	5.0
3.2.1.78	Bacillus subtilis	5.0
3.2.1.78	Solanum lycopersicum	5.0
3.2.1.78	Mytilus edulis	5.2
3.2.1.78	Rhodothermus marinus	5.4
3.2.1.78	Dictyoglomus turgidum	5.4
3.2.1.78	Bacillus sp. (in: Bacteria)	5.5
3.2.1.78	Aeromonas hydrophila	5.5
3.2.1.78	Eisenia fetida	5.5
3.2.1.78	Hypothenemus hampei	5.5
3.2.1.78	Geobacillus stearothermophilus	5.5
3.2.1.78	Bacillus licheniformis	6.0
3.2.1.78	Caldicellulosiruptor saccharolyticus	6.0
3.2.1.78	Aspergillus oryzae	6.0
3.2.1.78	Penicillium wortmanni	6.0
3.2.1.78	Cellulomonas fimi	6.0
3.2.1.78	Bifidobacterium animalis subsp. lactis	6.0
3.2.1.78	Cellulosimicrobium sp.	6.0
3.2.1.78	Thermothelomyces thermophilus	6.0
3.2.1.78	Bacillus sp. SWU60	6.0
3.2.1.78	Alicyclobacillus sp. A4	6.0
3.2.1.78	Vibrio sp.	6.5
3.2.1.78	insect gut metagenome	6.5
3.2.1.78	Thermotoga neapolitana	6.9
3.2.1.78	Acetivibrio thermocellus	6.9
3.2.1.78	Rhizomucor miehei	7.0
3.2.1.78	Clostridium cellulovorans	7.0
3.2.1.78	Aplysia kurodai	7.0
3.2.1.78	Xanthomonas campestris	7.0
3.2.1.78	Bacillus sp. LX114	7.0
3.2.1.78	Paenibacillus sp. HY-8	7.0
3.2.1.78	Haliotis discus hannai	7.5
3.2.1.78	Niallia circulans	7.6
3.2.1.78	Niallia nealsonii	8.8
3.2.1.78	Reinekea sp. KIT-YO10	9.0
3.2.1.78	Alkalihalobacillus clausii	9.5
3.2.1.78	Bispora sp.	11.5
3.2.1.80	Paenibacillus amylolyticus	4.0
3.2.1.80	Penicillium sp.	4.0
3.2.1.80	Kluyveromyces marxianus	4.0
3.2.1.80	Penicillium janczewskii	4.0
3.2.1.80	Streptococcus mutans	4.5
3.2.1.80	Aspergillus niger	4.5
3.2.1.80	Alternaria alternata	4.5
3.2.1.80	Avena sativa	4.5
3.2.1.80	Triticum aestivum	4.5
3.2.1.80	Helianthus tuberosus	5.0
3.2.1.80	Debaryomyces hansenii	5.0
3.2.1.80	Papiliotrema aurea	5.0
3.2.1.80	Asparagus officinalis	5.0
3.2.1.80	Cichorium intybus	5.0
3.2.1.80	Aspergillus ficuum	5.4
3.2.1.80	Lactiplantibacillus pentosus	5.5
3.2.1.80	Thermotoga maritima	5.5
3.2.1.80	Aspergillus fumigatus	5.5
3.2.1.80	Lolium perenne	5.5
3.2.1.80	Phleum pratense	5.5
3.2.1.80	Arctium lappa	5.8
3.2.1.80	Meyerozyma guilliermondii	6.0
3.2.1.80	Bacillus sp. (in: Bacteria)	6.5
3.2.1.80	Streptococcus salivarius	7.0
3.2.1.81	Cytophaga sp.	5.2
3.2.1.81	Vibrio sp.	5.5
3.2.1.81	Pseudoalteromonas sp. AG4	5.5
3.2.1.81	Pseudoalteromonas atlantica	6.0
3.2.1.81	Agarivorans sp.	6.0
3.2.1.81	Escherichia coli	6.0
3.2.1.81	Vibrio harveyi	6.0
3.2.1.81	Pseudoalteromonas sp. CY24	6.0
3.2.1.81	Halococcus sp.	6.0
3.2.1.81	Microbulbifer sp. BN3	6.0
3.2.1.81	Streptomyces coelicolor	6.0
3.2.1.81	Zobellia galactanivorans	6.0
3.2.1.81	Flavobacterium flevense	6.3
3.2.1.81	Alteromonas sp.	6.5
3.2.1.81	Cellvibrio sp.	6.5
3.2.1.81	Vibrio sp. PO-303	6.5
3.2.1.81	Pseudomonas-like bacterium	6.7
3.2.1.81	Pseudoalteromonas antarctica	7.0
3.2.1.81	Pseudoalteromonas sp.	7.0
3.2.1.81	Saccharophagus degradans	7.0
3.2.1.81	Microbulbifer sp.	7.0
3.2.1.81	Agarivorans albus	7.0
3.2.1.81	Microbulbifer thermotolerans	7.0
3.2.1.81	Agarivorans sp. LQ48	7.0
3.2.1.81	Catenovulum agarivorans	7.0
3.2.1.81	Bacillus sp. (in: Bacteria)	7.6
3.2.1.81	Bacillus sp. MK03	7.6
3.2.1.81	Pseudomonas sp.	7.8
3.2.1.81	Bacillus subtilis	8.0
3.2.1.81	Agarivorans sp. HZ105	8.0
3.2.1.81	Flammeovirga yaeyamensis	8.0
3.2.1.81	Pseudoalteromonas sp. NJ21	8.0
3.2.1.82	Trametes sanguinea	4.8
3.2.1.82	Thermoanaerobacterium thermosaccharolyticum	5.0
3.2.1.82	Aspergillus niger	5.0
3.2.1.82	Dickeya chrysanthemi	6.0
3.2.1.82	Selenomonas ruminantium	6.6
3.2.1.82	Bacillus sp. (in: Bacteria)	8.0
3.2.1.83	Microbulbifer elongatus	5.6
3.2.1.83	Zobellia sp. M-2	6.0
3.2.1.83	Cytophaga sp.	7.0
3.2.1.83	Cellulophaga lytica	7.0
3.2.1.83	Pedobacter hainanensis	7.0
3.2.1.83	Bacillus sp. HT19	7.0
3.2.1.83	Pseudoalteromonas carrageenovora	7.0
3.2.1.83	Bacteria	7.0
3.2.1.83	Pseudomonas carrageenovora	7.5
3.2.1.83	Pseudoalteromonas sp. ASY5	7.5
3.2.1.83	Diadema setosum	7.6
3.2.1.83	Pseudoalteromonas sp.	8.0
3.2.1.83	Tamlana sp.	8.0
3.2.1.83	Pseudoalteromonas porphyrae	8.0
3.2.1.83	Wenyingzhuangia aestuarii	8.0
3.2.1.83	Vibrio sp. NJ-2	8.0
3.2.1.83	Shewanella sp. Kz7	8.0
3.2.1.83	Pseudoalteromonas tetraodonis	8.0
3.2.1.84	Paenibacillus sp.	4.0
3.2.1.84	Amorphotheca resinae	4.5
3.2.1.84	Trichoderma sp.	4.5
3.2.1.84	Aspergillus nidulans	5.5
3.2.1.84	Trichoderma harzianum	5.5
3.2.1.85	Klebsiella sp.	4.3
3.2.1.85	Lacticaseibacillus casei	5.0
3.2.1.85	Lactobacillus gasseri	5.0
3.2.1.85	Streptococcus mutans	6.5
3.2.1.85	Leptotrichia buccalis	7.0
3.2.1.85	Staphylococcus aureus	7.0
3.2.1.85	Geobacillus stearothermophilus	7.6
3.2.1.86	Oenococcus oeni	5.5
3.2.1.86	Lactobacillus gasseri	6.0
3.2.1.86	Streptococcus pyogenes	6.0
3.2.1.86	Escherichia coli	6.3
3.2.1.86	Fusobacterium mortiferum	6.5
3.2.1.86	Klebsiella aerogenes	7.0
3.2.1.86	Pectobacterium carotovorum	7.0
3.2.1.86	uncultured organism	7.0
3.2.1.86	Erwinia rhapontici	7.5
3.2.1.86	Streptococcus pneumoniae	7.5
3.2.1.87	Klebsiella phage KP36	4.0
3.2.1.87	Acinetobacter phage IME-200	5.0
3.2.1.87	Klebsiella aerogenes	5.2
3.2.1.87	Klebsiella phage KP32	8.0
3.2.1.88	Cajanus indicus	3.0
3.2.1.88	Caldanaerobius polysaccharolyticus	5.5
3.2.1.88	Phlebotomus papatasi	5.7
3.2.1.89	Aspergillus niger	3.5
3.2.1.89	Aspergillus aculeatus	3.5
3.2.1.89	Botrytis cinerea	4.0
3.2.1.89	Bacillus sp. (in: Bacteria)	4.0
3.2.1.89	Penicillium citrinum	4.5
3.2.1.89	Sclerotinia sclerotiorum	4.5
3.2.1.89	Aspergillus sojae	4.5
3.2.1.89	Fusarium sambucinum	5.0
3.2.1.89	Penicillium chrysogenum	5.0
3.2.1.89	Bacillus subtilis	6.0
3.2.1.89	Thermothelomyces heterothallicus	6.5
3.2.1.89	Bacillus licheniformis	6.5
3.2.1.89	Thermotoga maritima	7.0
3.2.1.89	Humicola insolens	8.5
3.2.1.91	Talaromyces pinophilus	2.5
3.2.1.91	Thermothelomyces thermophilus	3.5
3.2.1.91	Thermothelomyces heterothallicus	3.5
3.2.1.91	Rasamsonia emersonii	3.8
3.2.1.91	Penicillium sp.	4.0
3.2.1.91	Trichoderma virens	4.0
3.2.1.91	Talaromyces purpureogenus	4.0
3.2.1.91	Athelia rolfsii	4.2
3.2.1.91	Niallia circulans	4.5
3.2.1.91	Trichoderma harzianum	4.5
3.2.1.91	Fusarium oxysporum	4.5
3.2.1.91	Caldicellulosiruptor saccharolyticus	4.7
3.2.1.91	Trichoderma viride	4.8
3.2.1.91	Aspergillus nidulans	4.8
3.2.1.91	Phanerodontia chrysosporium	4.8
3.2.1.91	Trichoderma reesei	4.8
3.2.1.91	Humicola insolens	4.8
3.2.1.91	Irpex lacteus	5.0
3.2.1.91	Fomitopsis pinicola	5.0
3.2.1.91	Thermoascus aurantiacus	5.0
3.2.1.91	Streptomyces coelicolor	5.0
3.2.1.91	Thermochaetoides thermophila	5.0
3.2.1.91	Thermothielavioides terrestris	5.0
3.2.1.91	Thermoclostridium stercorarium	5.0
3.2.1.91	Aspergillus niger	5.5
3.2.1.91	Trichoderma longibrachiatum	5.5
3.2.1.91	Thermobifida fusca	5.5
3.2.1.91	Orpinomyces sp.	6.0
3.2.1.91	Neocallimastix patriciarum	6.0
3.2.1.91	Teredinibacter turnerae	6.0
3.2.1.91	Acetivibrio thermocellus	6.0
3.2.1.91	Fibrobacter succinogenes	6.2
3.2.1.91	Ruminococcus albus	6.8
3.2.1.91	Thermotoga sp.	6.8
3.2.1.91	Halorhabdus utahensis	9.5
3.2.1.92	Bacillus subtilis	5.0
3.2.1.93	Bacillus subtilis	4.5
3.2.1.93	Paenibacillus popilliae	6.5
3.2.1.93	Bacillus licheniformis	8.0
3.2.1.94	Arthrobacter dextranolyticus	3.5
3.2.1.94	Arthrobacter globiformis	4.0
3.2.1.94	Actinomadura sp.	5.0
3.2.1.95	Brevibacterium fuscum	7.0
3.2.1.96	Sphingobacterium sp.	2.3
3.2.1.96	Acinetobacter sp.	3.0
3.2.1.96	Homo sapiens	3.0
3.2.1.96	Stigmatella aurantiaca	3.0
3.2.1.96	Rattus norvegicus	3.5
3.2.1.96	Myxococcus xanthus	4.0
3.2.1.96	Elizabethkingia meningoseptica	4.0
3.2.1.96	Streptomyces plicatus	4.0
3.2.1.96	Aspergillus oryzae	4.0
3.2.1.96	Bacillus subtilis	4.5
3.2.1.96	Dictyostelium discoideum	4.5
3.2.1.96	Bifidobacterium longum subsp. infantis	5.0
3.2.1.96	Bifidobacterium longum subsp. Longum	5.0
3.2.1.96	Flavobacterium sp.	5.0
3.2.1.96	Glutamicibacter protophormiae	5.0
3.2.1.96	Streptomyces griseus	5.0
3.2.1.96	Pseudomonas sp.	5.0
3.2.1.96	Ficus carica	5.4
3.2.1.96	Ogataea minuta	5.5
3.2.1.96	Gallus gallus	5.5
3.2.1.96	Bacillus sp. (in: Bacteria)	5.5
3.2.1.96	Halalkalibacterium halodurans	6.0
3.2.1.96	Mucor hiemalis	6.0
3.2.1.96	Clostridium perfringens	6.0
3.2.1.96	Hevea brasiliensis	6.0
3.2.1.96	Solanum lycopersicum	6.0
3.2.1.96	Streptococcus pneumoniae	6.5
3.2.1.96	Cucurbita moschata	6.5
3.2.1.96	Glycine max	6.5
3.2.1.96	Staphylococcus simulans	6.5
3.2.1.96	Arabidopsis thaliana	6.5
3.2.1.96	Paenibacillus alvei	6.5
3.2.1.96	Sus scrofa	7.0
3.2.1.96	Pisum sativum	7.0
3.2.1.96	Coprinopsis cinerea	7.5
3.2.1.97	Alcaligenes sp.	4.5
3.2.1.97	Bacillus sp. (in: Bacteria)	5.0
3.2.1.97	Bifidobacterium longum	5.0
3.2.1.97	Bifidobacterium bifidum	5.0
3.2.1.97	Streptomyces sp.	5.5
3.2.1.97	Streptococcus pneumoniae	5.5
3.2.1.97	Trichoderma virens	6.0
3.2.1.97	Enterococcus faecalis	6.0
3.2.1.97	Clostridium perfringens	6.0
3.2.1.97	Streptococcus pneumoniae R6	6.5
3.2.1.97	Brevibacillus laterosporus	8.0
3.2.1.98	Geobacillus stearothermophilus	5.6
3.2.1.98	Bacillus subtilis	6.0
3.2.1.98	Saccharomonospora viridis	6.6
3.2.1.98	Klebsiella pneumoniae	6.8
3.2.1.98	Corallococcus sp. EGB	7.0
3.2.1.98	Niallia circulans	8.0
3.2.1.98	Bacillus sp. (in: Bacteria)	8.8
3.2.1.98	Streptomyces sp.	9.0
3.2.1.98	Bacillus sp. H-167	10.5
3.2.1.99	Talaromyces purpureogenus	4.5
3.2.1.99	Aspergillus niger	4.5
3.2.1.99	Phanerodontia chrysosporium	5.0
3.2.1.99	Aspergillus nidulans	5.5
3.2.1.99	Aspergillus aculeatus	5.5
3.2.1.99	Rhizomucor miehei	5.5
3.2.1.99	Bacillus licheniformis	5.5
3.2.1.99	Penicillium chrysogenum	6.0
3.2.1.99	Geobacillus thermodenitrificans	6.0
3.2.1.99	Thermotoga petrophila	6.0
3.2.1.99	Paenibacillus polymyxa	6.0
3.2.1.99	Bacillus subtilis	6.0
3.2.1.99	Caldicellulosiruptor saccharolyticus	6.0
3.2.1.99	Caldicellulosiruptor saccharolyticus DSM 8903	6.5
3.2.1.99	Pseudothermotoga thermarum	6.5
3.2.1.99	Geobacillus stearothermophilus	7.0
3.2.1.99	Cellulomonas sp.	8.0
3.2.1.100	Xanthomonas citri	5.5
3.2.1.100	Aeromonas hydrophila	6.0
3.2.1.101	Niallia circulans	5.5
3.2.1.102	Clostridium perfringens	5.5
3.2.1.102	Streptococcus pneumoniae	6.0
3.2.1.102	unidentified	7.4
3.2.1.103	Citrobacter freundii	5.5
3.2.1.103	Bacteroides fragilis	5.7
3.2.1.103	Sphingobacterium multivorum	6.0
3.2.1.103	Homo sapiens	7.4
3.2.1.104	Cryptococcus neoformans	5.0
3.2.1.104	Sinapis alba	5.2
3.2.1.104	Saccharomyces cerevisiae	5.5
3.2.1.105	Tabernaemontana divaricata	4.5
3.2.1.105	Rauvolfia serpentina	5.0
3.2.1.105	Catharanthus roseus	6.0
3.2.1.106	Escherichia coli	5.0
3.2.1.106	Candida albicans	6.0
3.2.1.106	Entamoeba histolytica	6.0
3.2.1.106	Bos taurus	6.2
3.2.1.106	Vigna radiata	6.3
3.2.1.106	Sus scrofa	6.4
3.2.1.106	Rattus norvegicus	6.5
3.2.1.106	Gallus gallus	6.5
3.2.1.106	Saccharomyces cerevisiae	6.8
3.2.1.106	Aspergillus brasiliensis	7.0
3.2.1.107	Rattus norvegicus	4.4
3.2.1.107	Gallus gallus	5.3
3.2.1.108	Sus scrofa	5.6
3.2.1.108	Homo sapiens	5.8
3.2.1.108	Rattus norvegicus	6.0
3.2.1.109	Pseudomonas sp.	5.0
3.2.1.109	Streptomyces griseus	5.4
3.2.1.111	Elizabethkingia meningoseptica	4.6
3.2.1.111	Prunus dulcis	5.3
3.2.1.111	Bifidobacterium bifidum	5.5
3.2.1.112	Mus musculus	6.5
3.2.1.113	Aspergillus phoenicis	5.0
3.2.1.113	Aspergillus oryzae	5.5
3.2.1.113	Vigna radiata var. radiata	5.5
3.2.1.113	Ricinus communis	5.5
3.2.1.113	Oryctolagus cuniculus	5.5
3.2.1.113	Trypanosoma cruzi	5.9
3.2.1.113	Rattus norvegicus	6.0
3.2.1.113	Homo sapiens	6.0
3.2.1.113	Sus scrofa	6.0
3.2.1.113	Spodoptera frugiperda	6.0
3.2.1.113	Candida albicans	6.0
3.2.1.113	Arabidopsis thaliana	6.0
3.2.1.113	Bos taurus	6.0
3.2.1.113	Saccharomyces cerevisiae	6.5
3.2.1.113	Bacillus sp. (in: Bacteria)	7.0
3.2.1.114	Aspergillus phoenicis	5.0
3.2.1.114	Ginkgo biloba	5.0
3.2.1.114	Oryctolagus cuniculus	5.0
3.2.1.114	Capra hircus	5.4
3.2.1.114	Homo sapiens	5.5
3.2.1.114	Rattus norvegicus	5.5
3.2.1.114	Mus musculus	5.5
3.2.1.114	Vigna radiata var. radiata	5.5
3.2.1.114	Drosophila melanogaster	5.6
3.2.1.114	Arabidopsis thaliana	5.8
3.2.1.114	Vigna radiata	5.8
3.2.1.114	Bombyx mori	6.0
3.2.1.114	Aspergillus fischeri	6.0
3.2.1.114	Spodoptera frugiperda	6.0
3.2.1.114	Streptococcus pyogenes M1 GAS	6.8
3.2.1.115	Flavobacterium sp.	5.6
3.2.1.116	Microbulbifer thermotolerans	6.35
3.2.1.116	Microbacterium imperiale	6.5
3.2.1.116	Kitasatospora sp. MK-1785	6.5
3.2.1.116	Thermobifida fusca	7.0
3.2.1.116	Streptomyces griseus	7.0
3.2.1.116	Natronococcus sp.	8.7
3.2.1.117	Prunus serotina	4.5
3.2.1.117	Saccharomycopsis fibuligera	6.0
3.2.1.117	Penicillium aurantiogriseum	6.0
3.2.1.118	Prunus serotina	5.0
3.2.1.119	Davallia trichomanoides	5.0
3.2.1.120	Aspergillus niger	4.5
3.2.1.120	Oerskovia sp.	4.5
3.2.1.120	Aspergillus oryzae	5.0
3.2.1.120	Thermobifida fusca	7.5
3.2.1.121	Pseudomonas aeruginosa	8.0
3.2.1.122	Fusobacterium mortiferum	7.0
3.2.1.122	Streptococcus mutans	7.0
3.2.1.122	Klebsiella pneumoniae	7.5
3.2.1.122	Clostridium acetobutylicum	7.5
3.2.1.123	Cyanea nozakii	3.0
3.2.1.123	Bacillus sp. (in: Bacteria)	3.0
3.2.1.123	Hydra vulgaris	3.0
3.2.1.123	Aiptasia sp.	3.0
3.2.1.123	Entacmaea sp.	3.0
3.2.1.123	Cellana sp.	3.0
3.2.1.123	Meretrix sp.	3.0
3.2.1.123	Ruditapes sp.	3.0
3.2.1.123	Marphysa sp.	3.0
3.2.1.123	Rhodococcus sp.	4.5
3.2.1.123	Cryptococcus neoformans	5.0
3.2.1.123	Rhodococcus equi	5.5
3.2.1.123	Corynebacterium sp.	5.5
3.2.1.124	Coliphage PHI95	6.5
3.2.1.125	Rauvolfia serpentina	5.0
3.2.1.126	Picea abies	4.5
3.2.1.126	Cicer arietinum	5.0
3.2.1.126	Pinus contorta	5.4
3.2.1.126	Agrobacterium tumefaciens	6.5
3.2.1.127	Aspergillus niger	4.5
3.2.1.127	Bacteroides fragilis	7.0
3.2.1.127	Tannerella forsythia	9.0
3.2.1.128	Aspergillus niger	4.1
3.2.1.128	Anas platyrhynchos	6.0
3.2.1.129	Escherichia phage K1F	4.5
3.2.1.129	Phage E	5.2
3.2.1.130	Homo sapiens	6.0
3.2.1.130	Rattus norvegicus	6.2
3.2.1.131	Phlebia radiata	3.8
3.2.1.131	Scheffersomyces stipitis CBS 6054	4.4
3.2.1.131	Aspergillus fumigatus	4.5
3.2.1.131	Schizophyllum commune	4.5
3.2.1.131	Geobacillus stearothermophilus	5.5
3.2.1.131	Paenibacillus curdlanolyticus	6.0
3.2.1.131	Caldicellulosiruptor acetigenus	6.5
3.2.1.131	Saccharophagus degradans	6.5
3.2.1.131	Pseudothermotoga thermarum	6.5
3.2.1.131	uncultured bacterium	7.0
3.2.1.131	Bacteroides ovatus	7.0
3.2.1.131	Amphibacillus xylanus	7.0
3.2.1.132	Ananas comosus	3.0
3.2.1.132	Bambusa oldhamii	3.0
3.2.1.132	Bacillus subtilis	4.0
3.2.1.132	Pseudomonas sp.	4.0
3.2.1.132	Bacillus cereus	4.0
3.2.1.132	Lithobates catesbeianus	4.0
3.2.1.132	Sus scrofa	4.0
3.2.1.132	Rhodotorula toruloides	4.5
3.2.1.132	Ficus sp.	4.5
3.2.1.132	Ficus pumila var. awkeotsang	4.5
3.2.1.132	Niallia circulans	4.5
3.2.1.132	Priestia megaterium	4.5
3.2.1.132	Streptomyces sp.	4.5
3.2.1.132	Aspergillus fumigatus	4.5
3.2.1.132	Talaromyces islandicus	4.5
3.2.1.132	Gongronella sp.	4.6
3.2.1.132	Paenibacillus sp.	4.7
3.2.1.132	Macrotermes estherae	4.9
3.2.1.132	Serratia marcescens	5.0
3.2.1.132	Bacillus sp. (in: Bacteria)	5.0
3.2.1.132	Citrus sinensis	5.0
3.2.1.132	Trichoderma viride	5.0
3.2.1.132	Trichoderma harzianum	5.0
3.2.1.132	Amylomyces rouxii	5.0
3.2.1.132	Myxobacter sp. AL-1	5.0
3.2.1.132	Pseudomonas sp. A-01	5.0
3.2.1.132	Streptomyces roseolus	5.0
3.2.1.132	Bacillus sp. TS	5.0
3.2.1.132	Lysobacter sp.	5.0
3.2.1.132	Amycolatopsis orientalis	5.0
3.2.1.132	Janthinobacterium sp. 4239	5.0
3.2.1.132	Janthinobacterium sp.	5.0
3.2.1.132	Amycolatopsis sp.	5.3
3.2.1.132	Trichoderma koningii	5.5
3.2.1.132	Trichoderma polysporum	5.5
3.2.1.132	Gynuella sunshinyii	5.5
3.2.1.132	Streptomyces griseus	5.5
3.2.1.132	Mucor circinelloides	5.5
3.2.1.132	Fusarium solani	5.6
3.2.1.132	Aspergillus sp.	5.6
3.2.1.132	Renibacterium sp. QD1	5.6
3.2.1.132	Pseudoalteromonas sp. SY39	5.9
3.2.1.132	Bacillus licheniformis	6.0
3.2.1.132	Purpureocillium lilacinum	6.0
3.2.1.132	Bacillus thuringiensis	6.0
3.2.1.132	Aspergillus sp. W-2	6.0
3.2.1.132	uncultured bacterium	6.0
3.2.1.132	Paenibacillus mucilaginosus	6.0
3.2.1.132	Acinetobacter calcoaceticus	6.0
3.2.1.132	Aeromonas sp.	6.2
3.2.1.132	Microbacterium sp.	6.2
3.2.1.132	Acinetobacter sp.	7.0
3.2.1.132	Enterobacter sp.	7.0
3.2.1.132	Paenibacillus dendritiformis	7.0
3.2.1.132	Trichormus fertilissimus	7.0
3.2.1.132	Bacillus sp. DAU101	7.5
3.2.1.133	Bacillus sp. (in: Bacteria)	4.0
3.2.1.133	Trigonella foenum-graecum	5.0
3.2.1.133	Lactobacillus gasseri	5.0
3.2.1.133	Pyrococcus sp.	5.0
3.2.1.133	Thermococcus sp.	5.0
3.2.1.133	Geobacillus stearothermophilus	5.3
3.2.1.133	Thermofilum pendens	5.5
3.2.1.133	Geobacillus sp.	6.0
3.2.1.133	Geobacillus sp. Gh6	6.0
3.2.1.133	Parageobacillus caldoxylosilyticus	7.0
3.2.1.133	Alkalihalobacillus lehensis	7.0
3.2.1.133	Geobacillus sp. SK70	7.0
3.2.1.133	Bacillus thermoalkalophilus	8.0
3.2.1.135	Lactiplantibacillus plantarum	4.0
3.2.1.135	Thermoactinomyces vulgaris	5.0
3.2.1.135	Geobacillus stearothermophilus	5.5
3.2.1.135	Alicyclobacillus acidocaldarius	5.5
3.2.1.135	Paenibacillus polymyxa	6.0
3.2.1.135	Thermoanaerobacter ethanolicus	6.0
3.2.1.135	Bacillus cereus	7.0
3.2.1.135	uncultured microorganism	7.0
3.2.1.135	Bacillus sp. KSM-1876	7.5
3.2.1.135	Bacteroides thetaiotaomicron	7.5
3.2.1.135	Nesterenkonia halobia	8.0
3.2.1.136	Thermomyces lanuginosus	6.0
3.2.1.136	Acetivibrio thermocellus	6.0
3.2.1.136	Cellulomonas flavigena	6.0
3.2.1.136	Bacillus subtilis	6.5
3.2.1.136	Paenibacillus amylolyticus	7.0
3.2.1.137	Cellulomonas sp.	6.5
3.2.1.139	Helix pomatia	3.0
3.2.1.139	Aspergillus niger	3.0
3.2.1.139	Agaricus bisporus	3.3
3.2.1.139	Phanerodontia chrysosporium	3.5
3.2.1.139	Scheffersomyces stipitis	4.0
3.2.1.139	Rasamsonia emersonii	4.0
3.2.1.139	Thermoascus aurantiacus	4.5
3.2.1.139	Aspergillus fumigatus	4.5
3.2.1.139	Trichoderma reesei	4.5
3.2.1.139	Aureobasidium pullulans	5.0
3.2.1.139	Thermoanaerobacterium saccharolyticum	5.4
3.2.1.139	Piromyces communis	5.5
3.2.1.139	Paenibacillus sp.	5.5
3.2.1.139	Geobacillus stearothermophilus	5.5
3.2.1.139	Schizophyllum commune	5.8
3.2.1.139	Bacteroides sp.	6.0
3.2.1.139	Thermoclostridium stercorarium	6.0
3.2.1.139	Paenibacillus curdlanolyticus	6.0
3.2.1.139	Thermotoga maritima	6.3
3.2.1.139	Cellvibrio japonicus	6.3
3.2.1.139	Saccharophagus degradans	6.5
3.2.1.139	uncultured bacterium	7.0
3.2.1.139	Bacteroides ovatus	7.0
3.2.1.140	Bifidobacterium longum	4.5
3.2.1.140	Bifidobacterium bifidum	4.5
3.2.1.140	Streptomyces sp.	4.5
3.2.1.140	Bifidobacterium bifidum JCM 1254	4.5
3.2.1.140	Bifidobacterium longum subsp. Longum	6.0
3.2.1.141	Saccharolobus solfataricus	4.5
3.2.1.141	Metallosphaera hakonensis	5.0
3.2.1.141	Sulfurisphaera tokodaii	5.0
3.2.1.141	Sulfolobus acidocaldarius	5.5
3.2.1.141	Arthrobacter sp.	6.5
3.2.1.141	Nostoc punctiforme	7.0
3.2.1.142	Sorghum bicolor	4.0
3.2.1.142	Avena sativa	5.0
3.2.1.142	Oryza sativa	5.0
3.2.1.142	Hordeum vulgare	5.3
3.2.1.142	Pisum sativum	5.8
3.2.1.142	Anoxybacillus sp.	6.0
3.2.1.142	Exiguobacterium acetylicum	6.0
3.2.1.142	Vicia faba	6.4
3.2.1.143	Cavia porcellus	6.8
3.2.1.143	Bos taurus	7.0
3.2.1.143	Homo sapiens	7.0
3.2.1.143	Sus scrofa	7.2
3.2.1.143	Rattus norvegicus	7.5
3.2.1.143	Deinococcus radiodurans	7.5
3.2.1.144	Crassostrea virginica	4.5
3.2.1.145	Raphanus sativus	3.5
3.2.1.145	Streptomyces sp.	3.8
3.2.1.145	Irpex lacteus	4.5
3.2.1.145	Bifidobacterium longum subsp. Longum	4.5
3.2.1.145	Streptomyces avermitilis	5.0
3.2.1.145	Fusarium oxysporum	5.0
3.2.1.145	Bifidobacterium longum	5.5
3.2.1.145	Sphingomonas sp.	6.0
